"time_stamp","humidity_a","temperature_a","pressure_a","pm2.5_alt_a","pm2.5_alt_b","sensor_index","sensor_name","pm2.5_alt","pm2.5_aqi"
2024-01-18 21:30:00,35.533,39.933,1015.858,10.4,11.2,188669,"Sensor #1",10.8,46
2024-01-18 22:00:00,35.8,40,1015.561,10.9,11.8,188669,"Sensor #1",11.35,48
2024-01-18 22:30:00,35.333,40,1015.473,10.7,11.5,188669,"Sensor #1",11.1,47
2024-01-18 23:00:00,36,39.4,1015.303,10.7,11.6,188669,"Sensor #1",11.15,47
2024-01-18 23:30:00,36,39,1014.963,9.9,10.7,188669,"Sensor #1",10.3,43
2024-01-19 00:00:00,36,39,1014.213,9.6,10.3,188669,"Sensor #1",9.95,42
2024-01-19 00:30:00,36,39,1013.885,9.2,9.7,188669,"Sensor #1",9.45,40
2024-01-19 01:00:00,35.267,39.467,1014.065,9.1,9.4,188669,"Sensor #1",9.25,39
2024-01-19 01:30:00,36.8,39.133,1013.377,9.7,10.4,188669,"Sensor #1",10.05,42
2024-01-19 02:00:00,37.533,39.133,1013.433,10,10.8,188669,"Sensor #1",10.4,44
2024-01-19 02:30:00,38,39,1013.079,9.4,10.1,188669,"Sensor #1",9.75,41
2024-01-19 03:00:00,37.8,39,1012.585,9.1,10,188669,"Sensor #1",9.55,40
2024-01-19 03:30:00,37.8,39,1012.155,9.2,10.1,188669,"Sensor #1",9.65,41
2024-01-19 04:00:00,36.733,39,1011.847,9.4,9.9,188669,"Sensor #1",9.65,41
2024-01-19 04:30:00,35.6,38.733,1011.936,7.8,8.3,188669,"Sensor #1",8.05,34
2024-01-19 05:00:00,35,38.867,1011.611,7.4,8,188669,"Sensor #1",7.7,33
2024-01-19 05:30:00,34.933,38.133,1011.487,7.3,7.8,188669,"Sensor #1",7.55,32
2024-01-19 06:00:00,34,38.133,1011.28,8.1,8.9,188669,"Sensor #1",8.5,36
2024-01-19 06:30:00,34.8,37.6,1010.657,7.6,8,188669,"Sensor #1",7.8,33
2024-01-19 07:00:00,36.467,37,1010.405,8.5,9.2,188669,"Sensor #1",8.85,37
2024-01-19 07:30:00,38.867,36.867,1010.094,10.3,10.6,188669,"Sensor #1",10.45,44
2024-01-19 08:00:00,42.2,37.4,1009.9,11.7,12.2,188669,"Sensor #1",11.95,50
2024-01-19 08:30:00,43.467,37.8,1009.929,11.7,12.3,188669,"Sensor #1",12,50
2024-01-19 09:00:00,44.067,37.8,1009.839,10.8,11.6,188669,"Sensor #1",11.2,47
2024-01-19 09:30:00,45.867,37.333,1009.469,11.6,11.9,188669,"Sensor #1",11.75,49
2024-01-19 10:00:00,47.067,38.067,1009.28,13.4,14,188669,"Sensor #1",13.7,55
2024-01-19 10:30:00,48.8,37.533,1008.751,13.7,14.4,188669,"Sensor #1",14.05,56
2024-01-19 11:00:00,50.333,37.867,1008.058,11.6,12.4,188669,"Sensor #1",12,50
2024-01-19 11:30:00,52.533,37.467,1007.223,13.1,14.1,188669,"Sensor #1",13.6,55
2024-01-19 12:00:00,54.067,37.867,1006.677,11.5,12.3,188669,"Sensor #1",11.9,50
2024-01-19 12:30:00,54.933,37.8,1006.182,9.5,10.1,188669,"Sensor #1",9.8,41
2024-01-19 13:00:00,56.267,37,1005.815,9.3,10.1,188669,"Sensor #1",9.7,41
2024-01-19 13:30:00,56,37.133,1005.687,8.9,9.5,188669,"Sensor #1",9.2,39
2024-01-19 14:00:00,55.533,37.067,1005.533,9.6,10,188669,"Sensor #1",9.8,41
2024-01-19 14:30:00,57.267,36,1005.766,12.1,13.1,188669,"Sensor #1",12.6,53
2024-01-19 15:00:00,56.467,36.867,1005.834,12.1,12.7,188669,"Sensor #1",12.4,52
2024-01-19 15:30:00,56.8,36.867,1005.967,12.1,12.4,188669,"Sensor #1",12.25,52
2024-01-19 16:00:00,57.867,36.8,1006.293,12,12.6,188669,"Sensor #1",12.3,52
2024-01-19 16:30:00,57.6,35.6,1006.713,11.6,12.1,188669,"Sensor #1",11.85,50
2024-01-19 17:00:00,58,34.667,1007.352,9.8,10.6,188669,"Sensor #1",10.2,43
2024-01-19 17:30:00,56.467,34.133,1007.855,9.3,9.7,188669,"Sensor #1",9.5,40
2024-01-19 18:00:00,54.333,34,1008.164,8.1,8.3,188669,"Sensor #1",8.2,35
2024-01-19 18:30:00,53.067,33.4,1008.551,8,8.3,188669,"Sensor #1",8.15,34
2024-01-19 19:00:00,52.8,33.733,1008.408,9.2,9.9,188669,"Sensor #1",9.55,40
2024-01-19 19:30:00,52.133,33.267,1008.747,8.8,9,188669,"Sensor #1",8.9,38
2024-01-19 20:00:00,52.333,33,1008.9,8.9,9.2,188669,"Sensor #1",9.05,38
2024-01-19 20:30:00,52.933,33.2,1009.163,9.7,10,188669,"Sensor #1",9.85,42
2024-01-19 21:00:00,53.333,33,1009.173,9.5,10.1,188669,"Sensor #1",9.8,41
2024-01-19 21:30:00,54.067,33.133,1009.073,10.2,10.3,188669,"Sensor #1",10.25,43
2024-01-19 22:00:00,53.667,33,1009.354,9.1,9.5,188669,"Sensor #1",9.3,39
2024-01-19 22:30:00,52,33.533,1009.593,8.3,8.9,188669,"Sensor #1",8.6,36
2024-01-19 23:00:00,50.733,33,1009.933,7,7.3,188669,"Sensor #1",7.15,30
2024-01-19 23:30:00,48,32.8,1010.137,4.5,4.6,188669,"Sensor #1",4.55,19
2024-01-20 00:00:00,43.8,31.8,1010.294,1.9,2,188669,"Sensor #1",1.95,9
2024-01-20 00:30:00,42.2,31.533,1010.457,2,2.2,188669,"Sensor #1",2.1,9
2024-01-20 01:00:00,40.867,30.067,1010.812,1.6,1.6,188669,"Sensor #1",1.6,7
2024-01-20 01:30:00,41,29.4,1011.106,1.4,1.6,188669,"Sensor #1",1.5,7
2024-01-20 02:00:00,40.533,28.667,1011.597,1.4,1.6,188669,"Sensor #1",1.5,7
2024-01-20 02:30:00,40,28.067,1011.598,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-20 03:00:00,40.8,27.4,1011.702,1.4,1.6,188669,"Sensor #1",1.5,7
2024-01-20 03:30:00,41.733,27,1011.656,1.5,1.6,188669,"Sensor #1",1.55,7
2024-01-20 04:00:00,42,26.133,1011.998,1.4,1.5,188669,"Sensor #1",1.45,7
2024-01-20 04:30:00,42.133,25.867,1012.234,1.4,1.6,188669,"Sensor #1",1.5,7
2024-01-20 05:00:00,42.867,26,1012.535,1.4,1.7,188669,"Sensor #1",1.55,7
2024-01-20 05:30:00,42.533,25.2,1012.796,1.4,1.6,188669,"Sensor #1",1.5,7
2024-01-20 06:00:00,42.867,25,1013.413,1.4,1.6,188669,"Sensor #1",1.5,7
2024-01-20 06:30:00,43,25.733,1013.602,1.5,1.9,188669,"Sensor #1",1.7,8
2024-01-20 07:00:00,43,25.667,1013.685,1.6,1.6,188669,"Sensor #1",1.6,7
2024-01-20 07:30:00,43,25.067,1013.477,1.4,1.6,188669,"Sensor #1",1.5,7
2024-01-20 08:00:00,42.733,25.6,1013.531,1.4,1.6,188669,"Sensor #1",1.5,7
2024-01-20 08:30:00,41.6,25.267,1013.727,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-20 09:00:00,40.8,25.6,1013.803,1.2,1.4,188669,"Sensor #1",1.3,6
2024-01-20 09:30:00,40,26.267,1013.725,1.4,1.5,188669,"Sensor #1",1.45,7
2024-01-20 10:00:00,39.2,27.667,1013.627,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-20 10:30:00,38,27.867,1013.457,1.2,1.5,188669,"Sensor #1",1.35,6
2024-01-20 11:00:00,36.867,28.533,1013.241,1.3,1.5,188669,"Sensor #1",1.4,6
2024-01-20 11:30:00,35.867,28.933,1012.973,1.2,1.4,188669,"Sensor #1",1.3,6
2024-01-20 12:00:00,35.933,30.333,1012.697,2,2,188669,"Sensor #1",2,9
2024-01-20 12:30:00,35.2,31.6,1012.219,2,2.2,188669,"Sensor #1",2.1,9
2024-01-20 13:00:00,34.133,30.667,1012.145,1.3,1.5,188669,"Sensor #1",1.4,6
2024-01-20 13:30:00,34,30.867,1012.306,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-20 14:00:00,33.933,31,1012.472,1.1,1.2,188669,"Sensor #1",1.15,5
2024-01-20 14:30:00,34,31,1012.666,1.1,1.3,188669,"Sensor #1",1.2,6
2024-01-20 15:00:00,34,30.933,1013.029,1,1,188669,"Sensor #1",1,5
2024-01-20 15:30:00,34,29.933,1013.489,0.9,1,188669,"Sensor #1",0.95,4
2024-01-20 16:00:00,34.133,29.467,1013.85,1,1,188669,"Sensor #1",1,5
2024-01-20 16:30:00,34.933,28.733,1014.309,1.1,1.2,188669,"Sensor #1",1.15,5
2024-01-20 17:00:00,36,28.6,1014.869,1.3,1.5,188669,"Sensor #1",1.4,6
2024-01-20 17:30:00,36,28,1015.267,1.2,1.4,188669,"Sensor #1",1.3,6
2024-01-20 18:00:00,36.8,27.733,1015.449,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-20 18:30:00,36.8,26.933,1015.721,1.2,1.3,188669,"Sensor #1",1.25,6
2024-01-20 19:00:00,37.467,26.867,1015.938,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-20 19:30:00,38,26.333,1016.031,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-20 20:00:00,38,26.4,1016.207,1.4,1.7,188669,"Sensor #1",1.55,7
2024-01-20 20:30:00,38.667,26.533,1016.524,1.4,1.5,188669,"Sensor #1",1.45,7
2024-01-20 21:00:00,39.333,26.867,1016.85,1.4,1.5,188669,"Sensor #1",1.45,7
2024-01-20 21:30:00,40.133,26.933,1017.166,1.6,1.9,188669,"Sensor #1",1.75,8
2024-01-20 22:00:00,40.867,26.933,1017.385,1.5,1.6,188669,"Sensor #1",1.55,7
2024-01-20 22:30:00,41,26.933,1017.555,1.5,1.5,188669,"Sensor #1",1.5,7
2024-01-20 23:00:00,41.067,27.2,1017.794,1.5,1.6,188669,"Sensor #1",1.55,7
2024-01-20 23:30:00,41,27.4,1018.041,1.3,1.5,188669,"Sensor #1",1.4,6
2024-01-21 00:00:00,41.467,28,1018.142,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-21 00:30:00,42.6,27.8,1018.319,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-21 01:00:00,43.133,28,1018.565,1.4,1.5,188669,"Sensor #1",1.45,7
2024-01-21 01:30:00,43.2,27.733,1019.037,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-21 02:00:00,43.333,28.067,1019.475,1.3,1.5,188669,"Sensor #1",1.4,6
2024-01-21 02:30:00,43.067,28.6,1019.731,1.2,1.4,188669,"Sensor #1",1.3,6
2024-01-21 03:00:00,42.8,28.267,1019.876,1.1,1.2,188669,"Sensor #1",1.15,5
2024-01-21 03:30:00,42,28.133,1020.148,0.9,1,188669,"Sensor #1",0.95,4
2024-01-21 04:00:00,41.733,28,1020.321,1,1,188669,"Sensor #1",1,5
2024-01-21 04:30:00,41.067,27.6,1021,0.9,1,188669,"Sensor #1",0.95,4
2024-01-21 05:00:00,40.867,27.067,1021.489,0.8,1,188669,"Sensor #1",0.9,4
2024-01-21 05:30:00,40.733,27.133,1022.125,0.9,0.9,188669,"Sensor #1",0.9,4
2024-01-21 06:00:00,40.4,26.733,1022.853,0.9,1,188669,"Sensor #1",0.95,4
2024-01-21 06:30:00,40,26.067,1023.113,0.7,0.9,188669,"Sensor #1",0.8,4
2024-01-21 07:00:00,40,26.467,1023.648,0.8,1,188669,"Sensor #1",0.9,4
2024-01-21 07:30:00,39.733,27,1024.355,0.7,0.9,188669,"Sensor #1",0.8,4
2024-01-21 08:00:00,39.133,26.867,1024.806,0.9,1.1,188669,"Sensor #1",1,5
2024-01-21 08:30:00,38.4,26.8,1025.079,0.9,0.9,188669,"Sensor #1",0.9,4
2024-01-21 09:00:00,37.6,27.133,1025.765,1.3,1.4,188669,"Sensor #1",1.35,6
2024-01-21 09:30:00,37.067,28.333,1026.123,3.5,3.6,188669,"Sensor #1",3.55,15
2024-01-21 10:00:00,36.2,28.4,1026.316,2.5,2.5,188669,"Sensor #1",2.5,11
2024-01-21 10:30:00,35.8,29.067,1026.429,2.4,2.6,188669,"Sensor #1",2.5,11
2024-01-21 11:00:00,35.4,30.267,1026.313,3.2,3.2,188669,"Sensor #1",3.2,14
2024-01-21 11:30:00,34.867,31.2,1025.961,2.4,2.4,188669,"Sensor #1",2.4,10
2024-01-21 12:00:00,34,31.733,1025.325,1.7,1.7,188669,"Sensor #1",1.7,8
2024-01-21 12:30:00,33.2,33,1025.225,1.7,2,188669,"Sensor #1",1.85,8
2024-01-21 13:00:00,32.733,34.133,1025.132,1.9,2,188669,"Sensor #1",1.95,9
2024-01-21 13:30:00,32.067,35.667,1025.263,2.5,2.7,188669,"Sensor #1",2.6,11
2024-01-21 14:00:00,32.067,36.2,1025.315,2.2,2.3,188669,"Sensor #1",2.25,10
2024-01-21 14:30:00,32,36,1025.467,2.2,2.1,188669,"Sensor #1",2.15,9
2024-01-21 15:00:00,32.067,36,1025.899,2.4,2.4,188669,"Sensor #1",2.4,10
2024-01-21 15:30:00,32,36.067,1026.453,1.9,2.2,188669,"Sensor #1",2.05,9
2024-01-21 16:00:00,32.4,35.8,1026.947,3.6,3.5,188669,"Sensor #1",3.55,15
2024-01-21 16:30:00,33,35.133,1027.475,3.6,3.7,188669,"Sensor #1",3.65,16
2024-01-21 17:00:00,33,34.933,1027.819,2.9,3,188669,"Sensor #1",2.95,13
2024-01-21 17:30:00,33,33.867,1028.182,1.9,2.1,188669,"Sensor #1",2,9
2024-01-21 18:00:00,34.067,34,1028.927,2.8,2.9,188669,"Sensor #1",2.85,12
2024-01-21 18:30:00,34.2,33.8,1029.203,2.1,2.3,188669,"Sensor #1",2.2,10
2024-01-21 19:00:00,34.8,33.4,1029.59,2.2,2.3,188669,"Sensor #1",2.25,10
2024-01-21 19:30:00,35,33.133,1029.813,3.8,3.9,188669,"Sensor #1",3.85,17
2024-01-21 20:00:00,34.933,33.067,1030.213,2.3,2.3,188669,"Sensor #1",2.3,10
2024-01-21 20:30:00,35,32.867,1030.331,2,2.1,188669,"Sensor #1",2.05,9
2024-01-21 21:00:00,35,32.8,1030.625,2.1,2.2,188669,"Sensor #1",2.15,9
2024-01-21 21:30:00,35,32.133,1031.005,1.6,1.7,188669,"Sensor #1",1.65,7
2024-01-21 22:00:00,36.067,32,1031.431,1.5,1.8,188669,"Sensor #1",1.65,7
2024-01-21 22:30:00,37.133,31.733,1031.593,1.4,1.6,188669,"Sensor #1",1.5,7
2024-01-21 23:00:00,38.267,31.333,1031.645,1.2,1.4,188669,"Sensor #1",1.3,6
2024-01-21 23:30:00,39.8,31.933,1031.948,1.4,1.6,188669,"Sensor #1",1.5,7
2024-01-22 00:00:00,40.067,32,1032.235,1.8,2.1,188669,"Sensor #1",1.95,9
2024-01-22 00:30:00,40.2,32,1032.365,2.1,2.3,188669,"Sensor #1",2.2,10
2024-01-22 01:00:00,41,32.2,1032.279,2.3,2.4,188669,"Sensor #1",2.35,10
2024-01-22 01:30:00,41,32.8,1032.331,2.2,2.3,188669,"Sensor #1",2.25,10
2024-01-22 02:00:00,41.6,31.933,1032.398,1.9,2,188669,"Sensor #1",1.95,9
2024-01-22 02:30:00,42.467,32,1032.608,2.1,2.2,188669,"Sensor #1",2.15,9
2024-01-22 03:00:00,43,32,1032.399,2,2.2,188669,"Sensor #1",2.1,9
2024-01-22 03:30:00,43.467,32,1032.734,2.2,2.4,188669,"Sensor #1",2.3,10
2024-01-22 04:00:00,43.467,31.733,1032.259,2,2.3,188669,"Sensor #1",2.15,9
2024-01-22 04:30:00,43.8,32,1032.311,2.3,2.5,188669,"Sensor #1",2.4,10
2024-01-22 05:00:00,44,32.733,1032.578,3.1,3.3,188669,"Sensor #1",3.2,14
2024-01-22 05:30:00,44,32.867,1032.572,3,3.4,188669,"Sensor #1",3.2,14
2024-01-22 06:00:00,43.733,33,1033.151,3.5,3.8,188669,"Sensor #1",3.65,16
2024-01-22 06:30:00,44,33,1033.391,3.5,3.9,188669,"Sensor #1",3.7,16
2024-01-22 07:00:00,44,33,1033.265,3,3.5,188669,"Sensor #1",3.25,14
2024-01-22 07:30:00,43.933,33,1033.502,3.1,3.4,188669,"Sensor #1",3.25,14
2024-01-22 08:00:00,44,33.533,1033.429,3.3,3.8,188669,"Sensor #1",3.55,15
2024-01-22 08:30:00,43.133,34,1033.556,3.2,3.6,188669,"Sensor #1",3.4,15
2024-01-22 09:00:00,43,34,1033.639,3.4,3.8,188669,"Sensor #1",3.6,15
2024-01-22 09:30:00,42.867,34.667,1033.679,3.4,3.7,188669,"Sensor #1",3.55,15
2024-01-22 10:00:00,41.667,36.067,1033.455,3.8,4.1,188669,"Sensor #1",3.95,17
2024-01-22 10:30:00,40.267,37.267,1033.257,4.8,5.2,188669,"Sensor #1",5,21
2024-01-22 11:00:00,38.4,38.667,1032.685,5.2,5.5,188669,"Sensor #1",5.35,23
2024-01-22 11:30:00,37.333,39.6,1032.339,6.4,6.9,188669,"Sensor #1",6.65,28
2024-01-22 12:00:00,36.2,40.2,1031.884,6.5,7.1,188669,"Sensor #1",6.8,29
2024-01-22 12:30:00,35.267,41.267,1031.303,5.9,6.3,188669,"Sensor #1",6.1,26
2024-01-22 13:00:00,33.667,42,1031.077,5.6,6,188669,"Sensor #1",5.8,25
2024-01-22 13:30:00,32.133,42.933,1030.657,5.4,5.9,188669,"Sensor #1",5.65,24
2024-01-22 14:00:00,30.4,43.8,1030.391,5.3,5.9,188669,"Sensor #1",5.6,24
2024-01-22 14:30:00,29.6,44,1030.103,5.7,6.1,188669,"Sensor #1",5.9,25
2024-01-22 15:00:00,28.6,44.133,1029.813,6.2,6.7,188669,"Sensor #1",6.45,27
2024-01-22 15:30:00,28.4,43.933,1029.955,6.8,7.1,188669,"Sensor #1",6.95,29
2024-01-22 16:00:00,28.133,44,1030.056,7.4,8.1,188669,"Sensor #1",7.75,33
2024-01-22 16:30:00,28.133,44,1030.119,8.3,8.9,188669,"Sensor #1",8.6,36
2024-01-22 17:00:00,28.733,43.867,1030.256,8.7,9.3,188669,"Sensor #1",9,38
2024-01-22 17:30:00,28.067,43.867,1030.124,9.5,10.2,188669,"Sensor #1",9.85,42
2024-01-22 18:00:00,29,43.333,1030.154,9.7,10.5,188669,"Sensor #1",10.1,43
2024-01-22 18:30:00,29.333,43.6,1030.148,10.4,11.1,188669,"Sensor #1",10.75,45
2024-01-22 19:00:00,31.4,44,1030.251,12.1,13.1,188669,"Sensor #1",12.6,53
2024-01-22 19:30:00,33.4,42.933,1030.283,12.7,13.2,188669,"Sensor #1",12.95,53
2024-01-22 20:00:00,34.333,42.133,1030.033,13.5,14,188669,"Sensor #1",13.75,55
2024-01-22 20:30:00,35.6,41.867,1029.884,13.2,14.2,188669,"Sensor #1",13.7,55
2024-01-22 21:00:00,36.467,41.133,1030.051,11.8,12.4,188669,"Sensor #1",12.1,52
2024-01-22 21:30:00,37,41.933,1030.156,11,11.4,188669,"Sensor #1",11.2,47
2024-01-22 22:00:00,37,42,1029.959,11.7,12.5,188669,"Sensor #1",12.1,51
2024-01-22 22:30:00,37,42,1030.168,12.5,13,188669,"Sensor #1",12.75,53
2024-01-22 23:00:00,37,41.933,1029.695,12.3,13.4,188669,"Sensor #1",12.85,53
2024-01-22 23:30:00,37,42,1029.448,11.7,12.4,188669,"Sensor #1",12.05,51
2024-01-23 00:00:00,37,42,1029.076,11.4,12,188669,"Sensor #1",11.7,49
2024-01-23 00:30:00,37,42,1029.212,10.9,11.7,188669,"Sensor #1",11.3,48
2024-01-23 01:00:00,37.333,42,1028.91,10.3,11.2,188669,"Sensor #1",10.75,45
2024-01-23 01:30:00,37.933,42,1028.946,11.3,12,188669,"Sensor #1",11.65,49
2024-01-23 02:00:00,37.867,42,1029.165,10.9,12,188669,"Sensor #1",11.45,48
2024-01-23 02:30:00,37.933,42,1028.93,11.2,11.8,188669,"Sensor #1",11.5,48
2024-01-23 03:00:00,37.933,42,1028.505,11.1,11.8,188669,"Sensor #1",11.45,48
2024-01-23 03:30:00,37.2,42.733,1028.328,11.3,12.1,188669,"Sensor #1",11.7,49
2024-01-23 04:00:00,37,43,1028.293,11.6,12.6,188669,"Sensor #1",12.1,51
2024-01-23 04:30:00,37.733,42,1028.433,12.3,13.1,188669,"Sensor #1",12.7,53
2024-01-23 05:00:00,37.6,42.933,1028.389,12.4,13.2,188669,"Sensor #1",12.8,53
2024-01-23 05:30:00,38,41.867,1028.478,12.8,13.7,188669,"Sensor #1",13.25,54
2024-01-23 06:00:00,38,42.133,1028.847,13.1,14.1,188669,"Sensor #1",13.6,55
2024-01-23 06:30:00,38,43,1029.01,13.6,15.1,188669,"Sensor #1",14.35,56
2024-01-23 07:00:00,37.933,42.933,1029.25,13.7,14.4,188669,"Sensor #1",14.05,56
2024-01-23 07:30:00,37.067,44,1029.384,14.1,15.1,188669,"Sensor #1",14.6,57
2024-01-23 08:00:00,36.4,44.4,1029.518,14.4,15.4,188669,"Sensor #1",14.9,57
2024-01-23 08:30:00,35.333,45.133,1029.795,14.1,15.1,188669,"Sensor #1",14.6,57
2024-01-23 09:00:00,35,45.933,1030.183,14.1,15.2,188669,"Sensor #1",14.65,57
2024-01-23 09:30:00,34.333,46.2,1030.387,15.3,16.5,188669,"Sensor #1",15.9,59
2024-01-23 10:00:00,34.267,47,1031.12,15.6,16.4,188669,"Sensor #1",16,60
2024-01-23 10:30:00,36.8,46.933,1031.321,16.8,18.2,188669,"Sensor #1",17.5,63
2024-01-23 11:00:00,40,46.4,1030.993,16.8,17.8,188669,"Sensor #1",17.3,62
2024-01-23 11:30:00,43.467,46,1031.185,15.7,16.9,188669,"Sensor #1",16.3,60
2024-01-23 12:00:00,48,46,1030.908,17,18.1,188669,"Sensor #1",17.55,63
2024-01-23 12:30:00,50.133,45.667,1030.649,16,17.2,188669,"Sensor #1",16.6,61
2024-01-23 13:00:00,51.867,45.933,1030.673,14.2,15.2,188669,"Sensor #1",14.7,57
2024-01-23 13:30:00,53.133,45.667,1030.349,12.6,13.3,188669,"Sensor #1",12.95,53
2024-01-23 14:00:00,54.133,46.133,1030.507,13.1,13.9,188669,"Sensor #1",13.5,54
2024-01-23 14:30:00,54.067,46.6,1030.965,13.7,14.6,188669,"Sensor #1",14.15,56
2024-01-23 15:00:00,54,47,1031.566,13.9,15.1,188669,"Sensor #1",14.5,57
2024-01-23 15:30:00,53.933,46.4,1031.85,13.4,14.3,188669,"Sensor #1",13.85,55
2024-01-23 16:00:00,54.2,46.467,1031.817,12.8,13.5,188669,"Sensor #1",13.15,54
2024-01-23 16:30:00,54.4,46,1031.949,12.8,13.3,188669,"Sensor #1",13.05,53
2024-01-23 17:00:00,54.667,46.667,1032.415,14.1,15.1,188669,"Sensor #1",14.6,57
2024-01-23 17:30:00,53.133,46.733,1032.493,11.7,12.1,188669,"Sensor #1",11.9,50
2024-01-23 18:00:00,54.533,46,1032.579,11.8,12.8,188669,"Sensor #1",12.3,52
2024-01-23 18:30:00,54,46.867,1032.61,16.1,16.9,188669,"Sensor #1",16.5,61
2024-01-23 19:00:00,53.8,47,1033.022,17.7,18.6,188669,"Sensor #1",18.15,64
2024-01-23 19:30:00,53.867,47,1032.659,15.3,16.4,188669,"Sensor #1",15.85,59
2024-01-23 20:00:00,52.933,46.6,1032.447,15.5,16.2,188669,"Sensor #1",15.85,59
2024-01-23 20:30:00,53,46.6,1032.629,15.8,16.9,188669,"Sensor #1",16.35,60
2024-01-23 21:00:00,55.933,45,1032.715,17.6,18.1,188669,"Sensor #1",17.85,64
2024-01-23 21:30:00,55.467,45.667,1032.719,15.9,16.4,188669,"Sensor #1",16.15,60
2024-01-23 22:00:00,54.133,46.2,1032.904,15.7,16.6,188669,"Sensor #1",16.15,60
2024-01-23 22:30:00,52.467,46.867,1033.111,14.5,15.1,188669,"Sensor #1",14.8,57
2024-01-23 23:00:00,53.333,45.933,1032.845,16.5,17.5,188669,"Sensor #1",17,62
2024-01-23 23:30:00,55.133,45.8,1032.601,18,19.1,188669,"Sensor #1",18.55,65
2024-01-24 00:00:00,54.2,45.8,1032.603,18.2,19,188669,"Sensor #1",18.6,65
2024-01-24 00:30:00,53.067,45.933,1032.722,17.4,18.5,188669,"Sensor #1",17.95,64
2024-01-24 01:00:00,52.4,46,1032.788,17.2,18.1,188669,"Sensor #1",17.65,63
2024-01-24 01:30:00,51.267,45.467,1032.826,17.3,18.3,188669,"Sensor #1",17.8,63
2024-01-24 02:00:00,51.333,45.533,1033.035,17.8,18.7,188669,"Sensor #1",18.25,64
2024-01-24 02:30:00,53.4,45.467,1033.167,18.7,20,188669,"Sensor #1",19.35,67
2024-01-24 03:00:00,55.133,45.333,1033.032,19,19.8,188669,"Sensor #1",19.4,67
2024-01-24 03:30:00,57.467,44.667,1032.812,18.6,19.5,188669,"Sensor #1",19.05,66
2024-01-24 04:00:00,59.067,44.533,1033.091,18.3,19.4,188669,"Sensor #1",18.85,66
2024-01-24 04:30:00,59.533,44.733,1032.855,18.5,19.6,188669,"Sensor #1",19.05,66
2024-01-24 05:00:00,60.4,44.4,1032.207,18.3,19.2,188669,"Sensor #1",18.75,65
2024-01-24 05:30:00,60.733,44.8,1031.997,18.8,19.3,188669,"Sensor #1",19.05,66
2024-01-24 06:00:00,62.6,44.667,1032.077,20.5,21.2,188669,"Sensor #1",20.85,70
2024-01-24 06:30:00,63.6,45.067,1032.264,21.5,21.8,188669,"Sensor #1",21.65,72
2024-01-24 07:00:00,64.133,45.6,1032.298,21.9,22.6,188669,"Sensor #1",22.25,73
2024-01-24 07:30:00,64.067,45.8,1032.235,21.5,22.4,188669,"Sensor #1",21.95,72
2024-01-24 08:00:00,64.267,45.733,1032.233,22.6,23.4,188669,"Sensor #1",23,74
2024-01-24 08:30:00,64.533,46.2,1031.699,24.5,25.3,188669,"Sensor #1",24.9,78
2024-01-24 09:00:00,63.733,46.8,1031.808,25.7,26.6,188669,"Sensor #1",26.15,81
2024-01-24 09:30:00,62.467,47.867,1031.885,25.1,25.9,188669,"Sensor #1",25.5,80
2024-01-24 10:00:00,61.267,48.6,1031.836,24,24.6,188669,"Sensor #1",24.3,77
2024-01-24 10:30:00,61.067,48.8,1031.57,22.9,24,188669,"Sensor #1",23.45,75
2024-01-24 11:00:00,61.733,48.4,1030.94,22.4,23.3,188669,"Sensor #1",22.85,74
2024-01-24 11:30:00,62.533,48.867,1030.881,22.8,23.6,188669,"Sensor #1",23.2,75
2024-01-24 12:00:00,64.8,48,1030.297,24.8,25.7,188669,"Sensor #1",25.25,79
2024-01-24 12:30:00,65.933,48.133,1029.872,26.5,27.2,188669,"Sensor #1",26.85,83
2024-01-24 13:00:00,67.067,47.867,1029.167,26.6,27.5,188669,"Sensor #1",27.05,83
2024-01-24 13:30:00,67.867,48.6,1028.931,24.6,25.4,188669,"Sensor #1",25,79
2024-01-24 14:00:00,68.8,48,1028.689,24.7,24.9,188669,"Sensor #1",24.8,78
2024-01-24 14:30:00,69,48.933,1028.439,24.1,25,188669,"Sensor #1",24.55,78
2024-01-24 15:00:00,69,49,1027.979,24.6,25.4,188669,"Sensor #1",25,79
2024-01-24 15:30:00,69,49.067,1027.732,25.4,25.7,188669,"Sensor #1",25.55,80
2024-01-24 16:00:00,71.467,49.133,1027.479,23.5,24.5,188669,"Sensor #1",24,77
2024-01-24 16:30:00,70.8,49.733,1027.11,25.6,26.2,188669,"Sensor #1",25.9,81
2024-01-24 17:00:00,71.4,49.133,1026.802,22,22.5,188669,"Sensor #1",22.25,73
2024-01-24 17:30:00,70.933,49.6,1026.571,21,21.6,188669,"Sensor #1",21.3,71
